Customer ID,NumberOfTransactions,TotalSpend,FirstPurchaseDate,LastPurchaseDate,CustomerLifetimeDays,AverageOrderValue
12506.0,1,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,0,73.5
12507.0,3,434.41,2011-02-14 09:24:00,2011-07-28 17:09:00,164,144.80333333333334
12508.0,2,398.27,2011-11-10 16:27:00,2011-11-13 15:37:00,2,199.135
12509.0,1,158.5,2011-02-28 14:45:00,2011-02-28 14:45:00,0,158.5
12510.0,2,814.5699999999999,2011-01-18 14:04:00,2011-07-20 10:15:00,182,407.28499999999997
12512.0,2,138.03,2011-10-04 14:53:00,2011-10-04 14:55:00,0,69.015
12513.0,1,558.29,2011-08-19 10:51:00,2011-08-19 10:51:00,0,558.29
12514.0,1,1017.6800000000001,2011-03-17 16:38:00,2011-03-17 16:38:00,0,1017.6800000000001
12515.0,1,278.7,2010-12-21 15:43:00,2010-12-21 15:43:00,0,278.7
12516.0,2,1082.38,2011-06-12 11:37:00,2011-09-23 09:13:00,102,541.19
12517.0,4,2322.84,2011-06-02 15:13:00,2011-11-11 13:57:00,161,580.71
12518.0,5,1840.89,2011-08-21 13:18:00,2011-12-09 10:13:00,109,368.178
12519.0,1,286.84000000000003,2011-10-07 09:26:00,2011-10-07 09:26:00,0,286.84000000000003
12520.0,5,2329.31,2011-03-11 11:35:00,2011-09-21 15:23:00,194,465.86199999999997
12521.0,1,545.68,2011-07-20 10:51:00,2011-07-20 10:51:00,0,545.68
12522.0,2,156.72,2011-10-19 14:41:00,2011-10-31 15:30:00,12,78.36
12523.0,11,1657.82,2011-01-12 09:43:00,2011-11-20 12:55:00,312,150.7109090909091
12524.0,8,3654.84,2011-01-10 10:35:00,2011-11-30 15:31:00,324,456.855
12526.0,3,1172.66,2011-09-06 14:19:00,2011-12-09 12:09:00,93,390.8866666666667
12527.0,3,330.71000000000004,2011-01-18 12:05:00,2011-09-19 11:55:00,243,110.23666666666668
12528.0,6,1628.53,2011-01-31 09:05:00,2011-11-30 14:40:00,303,271.4216666666667
12530.0,4,1360.48,2011-01-07 10:04:00,2011-10-11 12:34:00,277,340.12
12531.0,1,95.27,2011-11-25 11:12:00,2011-11-25 11:12:00,0,95.27
12532.0,1,313.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,0,313.83000000000004
12534.0,1,962.23,2011-08-01 10:26:00,2011-08-01 10:26:00,0,962.23
12535.0,2,716.35,2011-06-06 12:47:00,2011-09-09 08:48:00,94,358.175
12536.0,1,4095.26,2011-10-11 14:52:00,2011-10-11 14:52:00,0,4095.26
12538.0,1,363.95,2011-11-10 17:16:00,2011-11-10 17:16:00,0,363.95
12539.0,4,5449.7,2011-01-10 09:11:00,2011-11-17 13:30:00,311,1362.425
12540.0,17,11414.69,2010-12-13 09:39:00,2011-11-20 11:31:00,342,671.4523529411765
12541.0,3,841.18,2011-03-04 09:32:00,2011-11-10 10:40:00,251,280.3933333333333
12544.0,1,316.7,2011-11-03 16:15:00,2011-11-03 16:15:00,0,316.7
12545.0,2,832.39,2011-03-25 12:04:00,2011-09-25 13:39:00,184,416.195
12546.0,2,1021.5,2011-09-23 09:44:00,2011-10-24 12:09:00,31,510.75
12547.0,2,151.8,2011-03-04 12:46:00,2011-05-26 12:38:00,82,75.9
12548.0,1,67.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,0,67.19999999999999
12550.0,1,824.83,2011-09-21 14:35:00,2011-09-21 14:35:00,0,824.83
12551.0,1,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,0,168.0
12552.0,1,317.82,2011-10-31 12:11:00,2011-10-31 12:11:00,0,317.82
12553.0,10,3278.28,2011-01-14 10:42:00,2011-12-01 16:38:00,321,327.82800000000003
12556.0,2,603.71,2011-07-11 13:35:00,2011-10-20 13:06:00,100,301.855
12557.0,4,2501.34,2010-12-03 12:20:00,2011-11-23 16:59:00,355,625.335
12558.0,1,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,0,269.96
12559.0,2,525.71,2011-01-24 10:12:00,2011-02-02 09:49:00,8,262.855
12560.0,2,1901.06,2011-07-19 15:55:00,2011-12-04 13:54:00,137,950.53
12561.0,1,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,0,238.85
12562.0,7,3250.14,2011-05-25 12:44:00,2011-12-01 17:20:00,190,464.30571428571426
12564.0,1,352.05,2011-03-23 14:55:00,2011-03-23 14:55:00,0,352.05
12565.0,1,145.92000000000002,2011-02-24 10:34:00,2011-02-24 10:34:00,0,145.92000000000002
12566.0,1,297.65,2011-09-14 14:30:00,2011-09-14 14:30:00,0,297.65
12567.0,10,8217.130000000001,2010-12-05 11:57:00,2011-11-17 11:02:00,346,821.7130000000001
12569.0,32,3152.69,2011-04-01 13:47:00,2011-12-07 16:24:00,250,98.5215625
12571.0,2,519.61,2011-08-10 12:35:00,2011-10-31 10:19:00,81,259.805
12572.0,2,878.52,2011-10-19 08:20:00,2011-12-01 09:20:00,43,439.26
12573.0,1,160.54000000000002,2011-04-26 15:52:00,2011-04-26 15:52:00,0,160.54000000000002
12574.0,1,182.45000000000002,2011-01-28 09:20:00,2011-01-28 09:20:00,0,182.45000000000002
12576.0,5,1268.93,2011-02-08 11:31:00,2011-11-04 10:11:00,268,253.786
12577.0,3,657.8,2010-12-15 16:21:00,2011-11-04 13:24:00,323,219.26666666666665
12578.0,2,2402.51,2011-01-13 15:34:00,2011-11-18 13:30:00,308,1201.255
12579.0,1,386.42,2011-09-22 17:15:00,2011-09-22 17:15:00,0,386.42
12580.0,1,379.7,2011-04-07 10:24:00,2011-04-07 10:24:00,0,379.7
12581.0,1,179.71,2011-10-31 08:56:00,2011-10-31 08:56:00,0,179.71
12582.0,2,351.36,2011-02-24 11:42:00,2011-04-15 08:45:00,49,175.68
12583.0,15,6503.33,2010-12-01 08:45:00,2011-12-07 08:07:00,370,433.55533333333335
12584.0,9,2033.8,2011-03-04 15:15:00,2011-12-06 09:35:00,276,225.97777777777776
12585.0,2,1653.96,2010-12-23 12:58:00,2011-04-19 13:39:00,117,826.98
12586.0,1,196.94000000000003,2011-11-22 16:24:00,2011-11-22 16:24:00,0,196.94000000000003
12587.0,1,104.0,2011-12-02 12:47:00,2011-12-02 12:47:00,0,104.0
12588.0,1,174.89999999999998,2011-10-31 15:01:00,2011-10-31 15:01:00,0,174.89999999999998
12589.0,2,574.68,2011-07-18 12:05:00,2011-11-11 10:19:00,115,287.34
12590.0,1,8951.26,2011-05-12 14:46:00,2011-05-12 14:46:00,0,8951.26
12591.0,1,368.85,2011-01-26 14:35:00,2011-01-26 14:35:00,0,368.85
12592.0,2,401.6,2011-05-10 13:44:00,2011-09-08 15:04:00,121,200.8
12593.0,3,382.1,2011-05-05 09:29:00,2011-08-23 12:43:00,110,127.36666666666667
12594.0,9,3208.2200000000003,2011-01-21 09:52:00,2011-11-02 12:20:00,285,356.4688888888889
12596.0,2,450.27,2011-04-11 13:22:00,2011-10-19 13:02:00,190,225.135
12597.0,4,3127.72,2011-03-16 14:00:00,2011-11-20 13:33:00,248,781.93
12598.0,7,2807.08,2011-02-28 11:58:00,2011-11-30 12:18:00,275,401.01142857142855
12599.0,7,888.58,2011-02-08 13:28:00,2011-11-10 13:34:00,275,126.94000000000001
12600.0,10,2311.04,2010-12-03 12:57:00,2011-11-11 10:29:00,342,231.10399999999998
12601.0,5,447.11,2011-01-11 10:38:00,2011-06-03 10:17:00,142,89.422
12602.0,1,153.12,2011-10-12 11:22:00,2011-10-12 11:22:00,0,153.12
12603.0,1,613.1999999999999,2011-11-18 10:42:00,2011-11-18 10:42:00,0,613.1999999999999
12604.0,2,236.18,2011-03-23 12:06:00,2011-09-21 14:08:00,182,118.09
12607.0,1,1562.56,2011-10-10 16:06:00,2011-10-10 16:06:00,0,1562.56
12609.0,3,964.85,2011-01-25 15:13:00,2011-09-22 16:34:00,240,321.6166666666667
12610.0,4,1679.74,2011-08-05 13:52:00,2011-11-17 09:34:00,103,419.935
12611.0,1,1049.32,2011-10-18 13:12:00,2011-10-18 13:12:00,0,1049.32
12612.0,1,668.04,2011-09-26 15:35:00,2011-09-26 15:35:00,0,668.04
12613.0,4,3092.38,2011-03-22 15:42:00,2011-10-13 14:59:00,204,773.095
12614.0,1,315.6,2011-03-07 10:22:00,2011-03-07 10:22:00,0,315.6
12615.0,4,2093.19,2011-06-24 13:35:00,2011-12-07 15:02:00,166,523.2975
12616.0,2,641.3,2011-02-15 14:17:00,2011-09-05 15:17:00,202,320.65
12617.0,1,355.53000000000003,2011-11-10 14:39:00,2011-11-10 14:39:00,0,355.53000000000003
12618.0,1,137.31,2011-11-18 11:10:00,2011-11-18 11:10:00,0,137.31
12619.0,8,1971.4799999999998,2011-03-31 13:10:00,2011-11-23 14:52:00,237,246.43499999999997
12620.0,3,1303.41,2011-05-19 12:10:00,2011-11-25 10:20:00,189,434.47
12621.0,20,11797.57,2010-12-09 10:16:00,2011-12-08 11:25:00,364,589.8785
12622.0,1,162.1,2011-04-21 16:39:00,2011-04-21 16:39:00,0,162.1
12623.0,1,269.1,2011-03-08 13:50:00,2011-03-08 13:50:00,0,269.1
12624.0,2,569.13,2011-06-15 12:34:00,2011-08-25 15:04:00,71,284.565
12625.0,2,2413.82,2011-01-24 13:27:00,2011-05-12 09:54:00,107,1206.91
12626.0,9,5954.4800000000005,2011-01-17 11:01:00,2011-11-16 16:06:00,303,661.6088888888889
12627.0,6,4057.58,2011-07-22 13:59:00,2011-11-29 12:07:00,129,676.2633333333333
12628.0,3,732.46,2011-10-06 09:28:00,2011-12-05 13:15:00,60,244.15333333333334
12630.0,2,1013.9300000000001,2011-10-27 10:41:00,2011-11-30 10:48:00,34,506.96500000000003
12631.0,1,480.5,2011-10-13 13:53:00,2011-10-13 13:53:00,0,480.5
12633.0,4,1717.98,2011-02-25 08:44:00,2011-10-12 11:40:00,229,429.495
12635.0,2,1509.18,2011-07-08 08:43:00,2011-09-11 11:04:00,65,754.59
12637.0,8,5734.05,2011-01-20 10:47:00,2011-10-03 13:46:00,256,716.75625
12638.0,1,511.69,2011-11-06 13:11:00,2011-11-06 13:11:00,0,511.69
12639.0,1,366.1,2011-04-15 12:48:00,2011-04-15 12:48:00,0,366.1
12640.0,3,960.6800000000001,2011-09-19 12:01:00,2011-11-16 11:52:00,57,320.2266666666667
12641.0,1,145.9,2011-08-16 13:26:00,2011-08-16 13:26:00,0,145.9
12642.0,3,888.31,2011-08-24 09:23:00,2011-11-14 15:03:00,82,296.1033333333333
12643.0,5,1627.4,2011-05-03 12:02:00,2011-08-03 12:56:00,92,325.48
12644.0,1,477.90999999999997,2011-08-02 10:33:00,2011-08-02 10:33:00,0,477.90999999999997
12645.0,4,1631.18,2011-01-27 13:08:00,2011-11-06 12:38:00,282,407.795
12646.0,2,1346.97,2011-10-21 12:52:00,2011-12-05 10:14:00,44,673.485
12647.0,12,3064.02,2010-12-05 14:02:00,2011-11-17 12:56:00,346,255.335
12648.0,1,300.05,2011-07-08 11:55:00,2011-07-08 11:55:00,0,300.05
12649.0,3,569.51,2011-05-11 14:37:00,2011-08-24 14:41:00,105,189.83666666666667
12650.0,1,242.44,2011-12-06 16:34:00,2011-12-06 16:34:00,0,242.44
12651.0,1,114.0,2011-01-09 12:46:00,2011-01-09 12:46:00,0,114.0
12652.0,1,793.98,2011-01-12 15:00:00,2011-01-12 15:00:00,0,793.98
12653.0,2,2209.85,2011-02-16 10:53:00,2011-07-14 10:41:00,147,1104.925
12654.0,5,529.98,2011-02-17 13:16:00,2011-11-29 10:10:00,284,105.99600000000001
12656.0,5,3534.42,2011-04-20 09:20:00,2011-11-22 13:42:00,216,706.884
12657.0,4,1217.18,2011-09-22 11:40:00,2011-11-28 15:47:00,67,304.295
12658.0,1,632.05,2011-11-21 10:22:00,2011-11-21 10:22:00,0,632.05
12659.0,1,73.67999999999999,2011-11-10 11:53:00,2011-11-10 11:53:00,0,73.67999999999999
12660.0,1,227.10000000000002,2011-11-28 13:26:00,2011-11-28 13:26:00,0,227.10000000000002
12662.0,11,3513.83,2010-12-01 13:04:00,2011-12-09 11:59:00,372,319.4390909090909
12664.0,9,4391.88,2011-01-21 11:42:00,2011-12-01 17:07:00,314,487.9866666666667
12665.0,1,45.0,2011-01-19 08:34:00,2011-01-19 08:34:00,0,45.0
12667.0,1,460.13,2011-10-12 17:00:00,2011-10-12 17:00:00,0,460.13
12668.0,4,3177.15,2010-12-19 12:46:00,2011-11-28 10:56:00,343,794.2875
12669.0,2,1410.78,2011-03-28 10:15:00,2011-07-12 09:54:00,105,705.39
12670.0,5,2744.05,2011-04-21 10:16:00,2011-11-29 15:23:00,222,548.8100000000001
12672.0,1,225.9,2011-01-14 09:20:00,2011-01-14 09:20:00,0,225.9
12673.0,2,574.52,2011-01-17 11:46:00,2011-12-04 13:55:00,321,287.26
12674.0,4,1844.6,2011-05-16 09:10:00,2011-11-01 12:12:00,169,461.15
12676.0,6,1091.39,2011-02-01 15:41:00,2011-11-15 12:25:00,286,181.89833333333334
12678.0,9,11797.86,2010-12-21 14:26:00,2011-10-28 13:04:00,310,1310.8733333333334
12679.0,4,951.02,2011-03-01 12:26:00,2011-10-12 12:30:00,225,237.755
12680.0,4,790.81,2011-08-18 15:44:00,2011-12-09 12:50:00,112,197.7025
12681.0,22,12365.54,2010-12-07 10:08:00,2011-11-25 11:33:00,353,562.07
12682.0,31,10641.58,2010-12-03 13:59:00,2011-12-06 10:00:00,367,343.27677419354836
12683.0,14,7617.57,2010-12-09 10:37:00,2011-12-05 16:28:00,361,544.1121428571429
12684.0,6,2021.79,2011-05-10 12:55:00,2011-12-02 09:53:00,205,336.965
12685.0,6,2575.08,2011-09-07 10:28:00,2011-11-11 13:46:00,65,429.18
12686.0,1,71.14,2010-12-03 09:51:00,2010-12-03 09:51:00,0,71.14
12688.0,1,4565.91,2011-08-18 08:49:00,2011-08-18 08:49:00,0,4565.91
12689.0,2,1139.6100000000001,2011-08-04 10:04:00,2011-11-14 08:31:00,101,569.8050000000001
12690.0,1,335.01,2011-05-18 09:09:00,2011-05-18 09:09:00,0,335.01
12691.0,5,927.8,2010-12-17 14:46:00,2011-11-11 16:49:00,329,185.56
12693.0,4,711.91,2011-01-24 12:58:00,2011-08-04 17:51:00,192,177.9775
12694.0,2,761.67,2011-06-09 17:48:00,2011-09-30 13:06:00,112,380.835
12695.0,4,582.1,2011-05-13 13:15:00,2011-12-02 13:22:00,203,145.525
12697.0,3,757.59,2011-06-23 15:44:00,2011-11-11 08:47:00,140,252.53
12700.0,4,4525.99,2011-05-08 16:10:00,2011-12-02 10:47:00,207,1131.4975
12701.0,2,691.8100000000001,2011-04-11 13:02:00,2011-09-21 10:47:00,162,345.90500000000003
12702.0,1,201.0,2011-11-20 10:36:00,2011-11-20 10:36:00,0,201.0
12703.0,1,265.55,2011-09-29 17:52:00,2011-09-29 17:52:00,0,265.55
12704.0,8,1715.89,2011-06-23 10:20:00,2011-12-02 13:15:00,162,214.48625
12705.0,8,6382.29,2010-12-17 15:58:00,2011-11-24 13:17:00,341,797.78625
12707.0,1,603.42,2011-02-21 08:38:00,2011-02-21 08:38:00,0,603.42
12708.0,10,2379.11,2010-12-06 10:43:00,2011-11-10 09:52:00,338,237.911
12709.0,15,9430.52,2010-12-08 09:49:00,2011-11-24 15:38:00,351,628.7013333333333
12710.0,3,1023.02,2011-05-22 14:05:00,2011-09-04 12:00:00,104,341.00666666666666
12712.0,13,3903.13,2010-12-03 14:30:00,2011-11-11 08:19:00,342,300.2407692307692
12713.0,1,794.55,2011-12-09 12:16:00,2011-12-09 12:16:00,0,794.55
12714.0,5,4294.86,2011-02-18 10:53:00,2011-11-30 15:43:00,285,858.972
12715.0,1,273.86,2011-08-25 15:22:00,2011-08-25 15:22:00,0,273.86
12716.0,2,963.49,2011-07-29 13:28:00,2011-12-06 08:55:00,129,481.745
12717.0,2,791.03,2011-04-08 10:32:00,2011-07-11 14:47:00,94,395.515
12718.0,1,202.25,2011-09-29 16:38:00,2011-09-29 16:38:00,0,202.25
12719.0,2,572.95,2011-10-05 14:50:00,2011-12-04 13:45:00,59,286.475
12720.0,25,5059.57,2010-12-05 15:21:00,2011-12-07 08:03:00,366,202.38279999999997
