Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12708.0,30,10,2379.11,2,1,5,8,At Risk
12709.0,15,15,9430.52,2,1,5,8,At Risk
12710.0,97,3,1023.02,4,1,4,9,Promising
12712.0,29,13,3903.13,2,1,5,8,At Risk
12713.0,1,1,794.55,1,1,3,5,At Risk
12714.0,9,5,4294.86,1,1,5,7,At Risk
12715.0,106,1,273.86,4,1,2,7,New Customers
12716.0,4,2,963.49,1,1,4,6,At Risk
12717.0,151,2,791.03,4,1,3,8,Promising
12718.0,71,1,202.25,3,1,1,5,About to Sleep
12719.0,5,2,572.95,1,1,3,5,At Risk
12720.0,3,25,5059.57,1,1,5,7,At Risk
12721.0,32,6,2335.28,2,1,5,8,At Risk
12722.0,85,4,911.83,4,1,4,9,Promising
12723.0,4,4,622.32,1,1,3,5,At Risk
12724.0,5,4,923.41,1,1,4,6,At Risk
12725.0,371,1,371.8,5,1,2,8,New Customers
12726.0,28,7,2374.62,2,1,5,8,At Risk
12727.0,11,7,3440.7000000000003,1,1,5,7,At Risk
12728.0,71,4,728.33,3,1,3,7,Others
12729.0,114,1,417.01,4,1,2,7,New Customers
12731.0,24,12,17163.45,2,1,5,8,At Risk
12732.0,180,1,218.26000000000002,5,1,1,7,New Customers
12733.0,234,1,383.95,5,1,2,8,New Customers
12734.0,353,1,110.39999999999999,5,1,1,7,New Customers
12735.0,315,2,673.62,5,1,3,9,Promising
12736.0,333,1,144.0,5,1,1,7,New Customers
12738.0,372,1,137.35,5,1,1,7,New Customers
12739.0,99,1,975.54,4,1,4,9,Promising
12740.0,64,1,427.6,3,1,2,6,About to Sleep
12743.0,134,2,529.48,4,1,3,8,Promising
12744.0,56,4,8646.99,3,1,5,9,Others
12747.0,2,11,4180.06,1,1,5,7,At Risk
12748.0,1,205,29411.98,1,4,5,10,At Risk
12749.0,4,5,4040.88,1,1,5,7,At Risk
12750.0,129,1,275.88,4,1,2,7,New Customers
12752.0,81,1,4366.78,4,1,5,10,Promising
12753.0,23,6,20649.87,2,1,5,8,At Risk
12754.0,236,3,427.38,5,1,2,8,New Customers
12755.0,281,1,17.549999999999997,5,1,1,7,New Customers
12756.0,87,1,112.08,4,1,1,6,New Customers
12757.0,16,8,4022.0,2,1,5,8,At Risk
12758.0,117,2,2791.59,4,1,5,10,Promising
12759.0,52,3,1343.64,3,1,4,8,Others
12762.0,8,2,1702.52,1,1,4,6,At Risk
12763.0,138,2,494.08,4,1,3,8,Promising
12764.0,317,1,1693.88,5,1,4,10,Promising
12766.0,4,7,6457.63,1,1,5,7,At Risk
12769.0,239,1,1143.6,5,1,4,10,Promising
12770.0,211,1,1351.45,5,1,4,10,Promising
12772.0,60,1,752.47,3,1,3,7,Others
12775.0,17,5,1264.09,2,1,4,7,At Risk
12778.0,20,6,693.23,2,1,3,6,At Risk
12779.0,38,8,3981.36,3,1,5,9,Others
12781.0,64,2,786.74,3,1,3,7,Others
12782.0,5,5,1938.92,1,1,5,7,At Risk
12783.0,2,4,1295.8700000000001,1,1,4,6,At Risk
12784.0,15,1,518.42,2,1,3,6,At Risk
12785.0,364,1,239.0,5,1,2,8,New Customers
12787.0,10,3,418.66,1,1,2,4,At Risk
12790.0,192,1,294.92,5,1,2,8,New Customers
12791.0,374,1,177.60000000000002,5,1,1,7,New Customers
12792.0,257,1,344.54,5,1,2,8,New Customers
12793.0,335,2,461.48,5,1,3,9,Promising
12794.0,53,2,860.41,3,1,3,7,Others
12795.0,19,1,318.48,2,1,2,5,About to Sleep
12797.0,366,1,226.03,5,1,1,7,New Customers
12798.0,171,1,69.12,4,1,1,6,New Customers
12802.0,187,1,397.58,5,1,2,8,New Customers
12808.0,37,3,455.65000000000003,3,1,2,6,About to Sleep
12809.0,178,1,405.31,4,1,2,7,New Customers
12811.0,262,2,459.85,5,1,3,9,Promising
12812.0,45,1,229.64000000000001,3,1,1,5,About to Sleep
12814.0,102,1,85.92,4,1,1,6,New Customers
12815.0,148,2,863.46,4,1,3,8,Promising
12816.0,96,2,395.3,4,1,2,7,New Customers
12817.0,281,1,126.04,5,1,1,7,New Customers
12818.0,262,1,387.2,5,1,2,8,New Customers
12820.0,3,4,942.34,1,1,4,6,At Risk
12821.0,214,1,92.72,5,1,1,7,New Customers
12822.0,71,2,948.88,3,1,4,8,Others
12823.0,75,5,1759.5,4,1,4,9,Promising
12824.0,60,1,397.12,3,1,2,6,About to Sleep
12826.0,3,7,1474.72,1,1,4,6,At Risk
12827.0,6,3,430.15,1,1,2,4,At Risk
12828.0,3,6,1001.76,1,1,4,6,At Risk
12829.0,337,2,132.3,5,1,1,7,New Customers
12830.0,91,4,1961.12,4,1,5,10,Promising
12831.0,262,1,215.05,5,1,1,7,New Customers
12832.0,32,2,383.03000000000003,2,1,2,5,About to Sleep
12833.0,145,1,417.38,4,1,2,7,New Customers
12834.0,283,1,312.38,5,1,2,8,New Customers
12836.0,59,4,2443.36,3,1,5,9,Others
12837.0,173,1,117.15,4,1,1,6,New Customers
12838.0,34,2,666.1800000000001,3,1,3,7,Others
12839.0,3,14,5591.42,1,1,5,7,At Risk
12840.0,144,4,2726.77,4,1,5,10,Promising
12841.0,5,25,3937.6,1,1,5,7,At Risk
12842.0,70,2,1053.99,3,1,4,8,Others
12843.0,66,8,1702.26,3,1,4,8,Others
12844.0,29,2,325.96000000000004,2,1,2,5,About to Sleep
12845.0,267,3,145.29000000000002,5,1,1,7,New Customers
12847.0,22,1,871.54,2,1,3,6,At Risk
12849.0,31,2,1050.89,2,1,4,7,At Risk
12851.0,97,1,118.23,4,1,1,6,New Customers
12852.0,295,1,311.55,5,1,2,8,New Customers
12853.0,135,6,1957.1000000000001,4,1,5,10,Promising
12854.0,79,3,1324.5,4,1,4,9,Promising
12855.0,373,1,38.1,5,1,1,7,New Customers
12856.0,8,6,2179.93,1,1,5,7,At Risk
12857.0,211,2,1106.4,5,1,4,10,Promising
12863.0,52,1,521.2,3,1,3,7,Others
12864.0,138,1,27.599999999999998,4,1,1,6,New Customers
12865.0,26,2,1449.58,2,1,4,7,At Risk
12866.0,283,1,499.12,5,1,3,9,Promising
12867.0,26,7,4036.82,2,1,5,8,At Risk
12868.0,186,6,1607.0600000000002,5,1,4,10,Promising
12871.0,84,2,380.64,4,1,2,7,New Customers
12872.0,327,2,599.97,5,1,3,9,Promising
12873.0,282,1,374.0,5,1,2,8,New Customers
12876.0,58,2,2053.02,3,1,5,9,Others
12877.0,4,12,1535.77,1,1,4,6,At Risk
12878.0,236,2,854.99,5,1,3,9,Promising
12879.0,45,3,573.22,3,1,3,7,Others
12881.0,276,1,103.0,5,1,1,7,New Customers
12882.0,9,2,1463.04,1,1,4,6,At Risk
12883.0,25,4,686.52,2,1,3,6,At Risk
12884.0,88,1,139.05,4,1,1,6,New Customers
12885.0,63,3,1124.37,3,1,4,8,Others
12886.0,68,2,1378.4,3,1,4,8,Others
12888.0,214,2,354.12,5,1,2,8,New Customers
12890.0,24,1,380.46999999999997,2,1,2,5,About to Sleep
12891.0,293,1,42.0,5,1,1,7,New Customers
12893.0,31,1,188.14,2,1,1,4,About to Sleep
12895.0,42,2,372.8,3,1,2,6,About to Sleep
12897.0,205,2,216.5,5,1,1,7,New Customers
12901.0,10,18,3568.92,1,1,5,7,At Risk
12902.0,265,1,104.78,5,1,1,7,New Customers
12904.0,18,2,509.58,2,1,3,6,At Risk
12906.0,12,5,2784.13,1,1,5,7,At Risk
12909.0,40,5,1706.72,3,1,4,8,Others
12910.0,23,8,3075.04,2,1,5,8,At Risk
12912.0,3,5,1662.3,1,1,4,6,At Risk
12913.0,5,5,2453.63,1,1,5,7,At Risk
12915.0,149,2,363.65,4,1,2,7,New Customers
12916.0,139,4,3006.15,4,1,5,10,Promising
12917.0,128,1,594.0,4,1,3,8,Promising
12919.0,8,6,1335.19,1,1,4,6,At Risk
12920.0,17,1,130.33,2,1,1,4,About to Sleep
12921.0,9,37,16587.09,1,1,5,7,At Risk
12922.0,161,1,405.38,4,1,2,7,New Customers
12923.0,64,1,176.97,3,1,1,5,About to Sleep
12924.0,88,4,781.0600000000001,4,1,3,8,Promising
12925.0,5,2,679.05,1,1,3,5,At Risk
12928.0,35,5,2028.14,3,1,5,9,Others
12929.0,312,1,117.85,5,1,1,7,New Customers
12930.0,78,2,415.8,4,1,2,7,New Customers
12931.0,30,9,2661.26,2,1,5,8,At Risk
12933.0,24,3,607.53,2,1,3,6,At Risk
12935.0,2,7,2160.7,1,1,5,7,At Risk
12936.0,17,4,1063.9,2,1,4,7,At Risk
12937.0,15,4,1504.27,2,1,4,7,At Risk
12938.0,26,1,114.14,2,1,1,4,About to Sleep
12939.0,64,8,5921.52,3,1,5,9,Others
12940.0,55,2,893.59,3,1,4,8,Others
12942.0,131,3,666.95,4,1,3,8,Promising
12944.0,36,2,604.51,3,1,3,7,Others
12945.0,288,1,462.95,5,1,3,9,Promising
12947.0,144,6,1440.09,4,1,4,9,Promising
12948.0,16,7,2064.95,2,1,5,8,At Risk
12949.0,31,8,4167.22,2,1,5,8,At Risk
12950.0,2,3,1699.0,1,1,4,6,At Risk
12951.0,9,6,1047.1200000000001,1,1,4,6,At Risk
12952.0,6,4,1319.99,1,1,4,6,At Risk
12953.0,10,1,304.85,1,1,2,4,At Risk
12955.0,1,11,4757.16,1,1,5,7,At Risk
12956.0,306,1,91.12,5,1,1,7,New Customers
12957.0,10,8,4000.59,1,1,5,7,At Risk
12962.0,7,2,266.39,1,1,2,4,At Risk
12963.0,8,8,1856.63,1,1,4,6,At Risk
12965.0,89,1,771.91,4,1,3,8,Promising
12966.0,10,1,160.18,1,1,1,3,Hibernating
12967.0,358,2,1301.5,5,1,4,10,Promising
12968.0,112,1,135.95,4,1,1,6,New Customers
12970.0,7,4,452.24,1,1,2,4,At Risk
12971.0,4,86,10330.64,1,2,5,8,At Risk
12974.0,198,1,124.85000000000001,5,1,1,7,New Customers
12976.0,212,1,738.6,5,1,3,9,Promising
12977.0,156,1,19.24,4,1,1,6,New Customers
12980.0,177,7,1435.68,4,1,4,9,Promising
12981.0,30,2,372.21999999999997,2,1,2,5,About to Sleep
12982.0,243,1,390.54,5,1,2,8,New Customers
12984.0,19,1,97.5,2,1,1,4,About to Sleep
12985.0,1,2,1205.18,1,1,4,6,At Risk
12987.0,74,2,508.75,4,1,3,8,Promising
12988.0,292,1,535.32,5,1,3,9,Promising
12989.0,3,14,4731.71,1,1,5,7,At Risk
12990.0,31,3,409.5,2,1,2,5,About to Sleep
12991.0,23,2,503.76,2,1,3,6,At Risk
12993.0,23,4,414.76,2,1,2,5,About to Sleep
12994.0,4,3,974.42,1,1,4,6,At Risk
12995.0,85,1,211.32,4,1,1,6,New Customers
12997.0,22,4,1143.69,2,1,4,7,At Risk
12999.0,196,3,455.88,5,1,2,8,New Customers
13000.0,107,3,534.85,4,1,3,8,Promising
13001.0,4,13,8726.7,1,1,5,7,At Risk
13002.0,318,1,120.95,5,1,1,7,New Customers
13003.0,106,3,149.05,4,1,1,6,New Customers
13004.0,12,18,5655.91,1,1,5,7,At Risk
13005.0,174,2,513.7,4,1,3,8,Promising
13006.0,56,1,81.57,3,1,1,5,About to Sleep
13008.0,323,1,229.47,5,1,1,7,New Customers
13011.0,372,1,50.550000000000004,5,1,1,7,New Customers
13012.0,9,8,1661.8400000000001,1,1,4,6,At Risk
13013.0,1,13,4810.9400000000005,1,1,5,7,At Risk
13014.0,11,10,3466.28,1,1,5,7,At Risk
13015.0,53,5,3034.33,3,1,5,9,Others
13016.0,73,3,722.09,4,1,3,8,Promising
13017.0,7,1,204.0,1,1,1,3,Hibernating
13018.0,16,28,7244.4,2,1,5,8,At Risk
13021.0,4,9,2556.48,1,1,5,7,At Risk
13023.0,64,2,599.9,3,1,3,7,Others
13026.0,1,4,816.0,1,1,3,5,At Risk
13028.0,23,2,661.3199999999999,2,1,3,6,At Risk
13029.0,31,3,499.0,2,1,3,6,At Risk
13030.0,11,2,742.9300000000001,1,1,3,5,At Risk
13032.0,52,2,1010.1800000000001,3,1,4,8,Others
13033.0,357,1,190.55,5,1,1,7,New Customers
