Customer ID,NumOrders,TotalAmount,AvgOrderValue,TotalQuantity,AvgQuantity,Recency,CustomerAge,NumItems,FirstHalfDays,SecondHalfDays,Churned,Cluster,Cluster_Name,ChurnProbability,ValueSegment,ChurnRiskCategory,RetentionPriority
12685.0,6,2575.08,17.053509933774833,1507,9.980132450331126,27,65,151,18.0,29,0,0,Inactive Customers,0.4135196264749713,High,Medium,1064.846119743169
13536.0,7,3448.29,19.264189944134078,2136,11.932960893854748,0,74,179,48.0,18,0,0,Inactive Customers,0.30856897532046834,High,Medium,1064.0353119078177
13297.0,4,2089.85,35.421186440677964,963,16.322033898305083,7,59,59,43.0,16,0,0,Inactive Customers,0.5014507282127313,High,Medium,1047.9568043553763
17131.0,5,2443.2200000000003,18.370075187969928,982,7.383458646616542,4,70,133,28.0,41,0,0,Inactive Customers,0.42845000357671664,High,Medium,1046.7976177387056
14121.0,4,2713.5,17.28343949044586,2079,13.242038216560509,3,56,157,29.0,6,0,0,Inactive Customers,0.38509973054435975,High,Medium,1044.9681188321201
12625.0,2,2413.82,28.735952380952384,1597,19.011904761904763,211,107,84,1.0,1,1,1,Inactive Customers,0.4314928232521879,High,Medium,1041.5460066225962
12762.0,2,1702.52,25.410746268656716,1220,18.208955223880597,7,17,67,1.0,1,0,0,Inactive Customers,0.6085166729333575,High,Medium,1036.0118060025
15797.0,1,1228.8000000000002,307.20000000000005,384,96.0,304,0,4,0.0,1,1,1,Inactive Customers,0.8412003720943545,High,High,1033.667017229543
12438.0,2,2466.85,25.696354166666666,1169,12.177083333333334,13,125,96,1.0,1,0,0,Inactive Customers,0.41820902220821166,High,Medium,1031.658926434327
12371.0,1,1527.96,24.644516129032258,582,9.387096774193548,59,0,62,0.0,1,0,0,Inactive Customers,0.6745830508651001,High,Medium,1030.7359183998383
15704.0,4,2293.62,19.603589743589744,1028,8.786324786324787,139,75,117,28.0,1,1,0,Inactive Customers,0.449039377206042,High,Medium,1029.925696347322
14918.0,2,1610.15,35.781111111111116,675,15.0,115,38,45,1.0,1,1,0,Inactive Customers,0.6305235529730707,High,Medium,1015.2374988195899
15665.0,2,2217.06,19.27878260869565,1665,14.478260869565217,167,74,115,1.0,1,1,1,Inactive Customers,0.4548341139633839,High,Medium,1008.39452070366
13850.0,1,1595.48,17.155698924731183,944,10.150537634408602,128,0,93,0.0,1,1,0,Inactive Customers,0.6301265373558284,High,Medium,1005.354287820477
12653.0,2,2209.85,51.391860465116274,919,21.372093023255815,148,147,43,1.0,1,1,1,Inactive Customers,0.4525374754379587,High,Medium,1000.039940096573
12823.0,5,1759.5,351.9,230,46.0,74,221,5,7.0,179,0,0,Inactive Customers,0.5682981971325191,High,Medium,999.9206778546672
14937.0,3,1621.88,47.70235294117647,484,14.235294117647058,56,73,34,1.0,1,0,0,Inactive Customers,0.6064427399010436,High,Medium,983.5773509907046
12770.0,1,1351.45,112.62083333333334,743,61.916666666666664,210,0,12,0.0,1,1,1,Inactive Customers,0.7271083648320336,High,High,982.6505996522518
13572.0,1,1384.25,41.946969696969695,534,16.181818181818183,205,0,33,0.0,1,1,1,Inactive Customers,0.7046695280961073,High,High,975.4387942670365
15057.0,2,1489.5,59.58,668,26.72,274,40,25,1.0,1,1,1,Inactive Customers,0.6529031103850428,High,Medium,972.4991829185212
15531.0,2,2007.44,8.804561403508773,1105,4.8464912280701755,7,22,228,1.0,1,0,0,Inactive Customers,0.48166999862919024,High,Medium,966.9236220481816
17354.0,1,1393.06,87.06625,1006,62.875,50,0,16,0.0,1,0,0,Inactive Customers,0.6936609216492798,High,Medium,966.3112835127457
15478.0,2,1441.42,31.33521739130435,585,12.717391304347826,39,16,46,1.0,1,0,0,Inactive Customers,0.6655657709742179,High,Medium,959.3598135976572
15050.0,3,1782.09,22.84730769230769,1224,15.692307692307692,24,46,78,1.0,46,0,0,Inactive Customers,0.5353712693014452,High,Medium,954.0797853094124
13224.0,2,2100.27,19.628691588785045,1326,12.392523364485982,59,91,107,1.0,1,0,0,Inactive Customers,0.45408877558344696,High,Medium,953.7090326946461
16652.0,7,6258.45,55.38451327433628,2419,21.4070796460177,58,214,113,60.0,50,0,0,Inactive Customers,0.1523844356015057,High,Low,953.6903709902433
12607.0,1,1562.56,15.625599999999999,1227,12.27,59,0,100,0.0,1,0,0,Inactive Customers,0.6094583005744941,High,Medium,952.3151621456815
17949.0,16,8961.87,426.7557142857143,1336,63.61904761904762,7,363,21,208.0,155,0,2,High-Value Active Customers,0.10602406192216496,High,Low,950.1738598183925
